"ANO";"Regiao";"SIGLA";"UF";"Dependencia_Administrativa";"Localizacao";"Situacao_Funcionamento";"Fundamental_Nº_Matriculas";"Fundamental_Nº_Turmas";"Fundamental_Nº_Docentes";"Fundamental_Nº_Aprovados";"Fundamental_Nº_Reprovados";"Fundamental_Nº_Abandonos";"Medio_Nº_Matriculas";"Medio_Nº_Turmas";"Medio_Nº_Docentes";"Medio_Nº_Aprovados";"Medio_Nº_Reprovados";"Medio_Nº_Abandonos";"Nº_Escolas"
2011;"Nordeste";"BA";"Bahia";"Privada";"Urbana";"Em Atividade";243747;12803;16587;211857;9304;911;43014;1444;5227;37481;2976;276;1639
2011;"Nordeste";"CE";"Ceará";"Estadual";"Rural";"Em Atividade";2396;196;193;2016;267;115;7150;231;384;5821;461;867;49
2011;"Nordeste";"CE";"Ceará";"Estadual";"Urbana";"Em Atividade";85059;2530;4482;68873;9694;6097;354714;9562;15097;283777;24486;46452;588
2011;"Nordeste";"CE";"Ceará";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;496;16;61;385;70;41;2
2011;"Nordeste";"CE";"Ceará";"Federal";"Urbana";"Em Atividade";507;18;49;462;45;0;3253;126;374;2733;333;187;8
2011;"Nordeste";"CE";"Ceará";"Municipal";"Rural";"Em Atividade";343643;19088;18892;313538;23195;6833;0;0;0;0;0;0;3458
2011;"Nordeste";"CE";"Ceará";"Municipal";"Urbana";"Em Atividade";746751;28690;28937;653885;69049;23770;263;8;29;189;3;71;1841
2011;"Nordeste";"CE";"Ceará";"Privada";"Rural";"Em Atividade";939;75;92;788;46;14;105;3;10;105;0;0;15
2011;"Nordeste";"CE";"Ceará";"Privada";"Urbana";"Em Atividade";245225;12216;14034;232784;9101;1016;46605;1388;4424;43505;2302;219;1392
2011;"Centro Oeste";"DF";"Distrito Federal";"Estadual";"Rural";"Em Atividade";14862;668;749;12750;1966;145;1579;55;107;1208;273;96;76
2011;"Centro Oeste";"DF";"Distrito Federal";"Estadual";"Urbana";"Em Atividade";299163;10506;11395;254497;40031;4636;79126;2132;3092;53224;18019;7884;490
2011;"Centro Oeste";"DF";"Distrito Federal";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;178;8;50;0;0;0;1
2011;"Centro Oeste";"DF";"Distrito Federal";"Federal";"Urbana";"Em Atividade";1393;45;114;1311;81;1;1468;47;130;1383;85;0;1
2011;"Centro Oeste";"DF";"Distrito Federal";"Privada";"Rural";"Em Atividade";770;23;40;765;4;1;112;3;16;111;1;0;2
2011;"Centro Oeste";"DF";"Distrito Federal";"Privada";"Urbana";"Em Atividade";101291;4510;6025;97011;3011;73;27124;776;2099;25123;1944;30;323
2011;"Sudeste";"ES";"Espírito Santo";"Estadual";"Rural";"Em Atividade";9573;560;762;8852;607;111;3057;124;351;2553;268;234;165
2011;"Sudeste";"ES";"Espírito Santo";"Estadual";"Urbana";"Em Atividade";116012;4421;6766;95453;17249;3302;109535;3576;6621;76577;23032;9919;366
2011;"Sudeste";"ES";"Espírito Santo";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;968;27;102;799;162;7;3
2011;"Sudeste";"ES";"Espírito Santo";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;4016;127;433;2278;252;371;12
2011;"Sudeste";"ES";"Espírito Santo";"Municipal";"Rural";"Em Atividade";48686;3068;3732;43789;4376;515;129;4;10;119;6;3;1050
2011;"Sudeste";"ES";"Espírito Santo";"Municipal";"Urbana";"Em Atividade";300334;12173;15785;259112;36135;5074;0;0;0;0;0;0;688
2011;"Sudeste";"ES";"Espírito Santo";"Privada";"Rural";"Em Atividade";898;47;109;773;94;30;980;44;131;918;33;29;17
2011;"Sudeste";"ES";"Espírito Santo";"Privada";"Urbana";"Em Atividade";61072;2711;4167;58492;1691;44;17118;523;2127;15953;936;44;248
2011;"Centro Oeste";"GO";"Goiás";"Estadual";"Rural";"Em Atividade";6623;410;530;5917;476;205;2876;171;329;2469;173;230;66
2011;"Centro Oeste";"GO";"Goiás";"Estadual";"Urbana";"Em Atividade";271840;9855;15385;231527;28241;11677;219507;7566;12919;170936;30938;17624;984
2011;"Centro Oeste";"GO";"Goiás";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1182;39;135;791;93;9;4
2011;"Centro Oeste";"GO";"Goiás";"Federal";"Urbana";"Em Atividade";505;18;60;477;28;0;2502;101;419;1610;319;42;9
2011;"Centro Oeste";"GO";"Goiás";"Municipal";"Rural";"Em Atividade";36315;2578;2612;32299;3026;979;136;12;33;115;2;19;515
2011;"Centro Oeste";"GO";"Goiás";"Municipal";"Urbana";"Em Atividade";445893;17202;19312;400926;33368;11332;311;13;39;258;44;9;1199
2011;"Centro Oeste";"GO";"Goiás";"Privada";"Rural";"Em Atividade";880;69;98;774;98;7;454;22;52;429;24;1;9
2011;"Centro Oeste";"GO";"Goiás";"Privada";"Urbana";"Em Atividade";151488;7542;9865;145972;4091;411;37721;1234;4191;35112;2228;275;816
2011;"Nordeste";"MA";"Maranhão";"Estadual";"Rural";"Em Atividade";22685;1173;1463;18463;2635;1583;38459;1436;2799;29810;2366;6273;629
2011;"Nordeste";"MA";"Maranhão";"Estadual";"Urbana";"Em Atividade";154783;5009;8708;134176;16430;4136;235601;6634;13238;177275;24199;34113;733
2011;"Nordeste";"MA";"Maranhão";"Federal";"Rural";"Em Atividade";92;9;19;89;3;0;1198;34;116;1137;48;13;5
2011;"Nordeste";"MA";"Maranhão";"Federal";"Urbana";"Em Atividade";312;10;36;259;52;1;3146;98;391;2918;145;83;14
2011;"Nordeste";"MA";"Maranhão";"Municipal";"Rural";"Em Atividade";504013;28545;31636;439351;43794;20635;3508;141;305;2733;186;586;8500
2011;"Nordeste";"MA";"Maranhão";"Municipal";"Urbana";"Em Atividade";549794;20409;25533;476444;53015;20278;6630;212;516;5065;261;1303;1719
2011;"Nordeste";"MA";"Maranhão";"Privada";"Rural";"Em Atividade";4569;246;284;4457;97;15;489;17;56;442;47;0;48
2011;"Nordeste";"MA";"Maranhão";"Privada";"Urbana";"Em Atividade";97248;4762;6213;94104;2762;376;23161;816;2372;21736;1043;385;614
2011;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Rural";"Em Atividade";24228;1483;2022;22769;824;627;13979;798;1698;10858;1481;1637;195
2011;"Centro Oeste";"MT";"Mato Grosso";"Estadual";"Urbana";"Em Atividade";188058;7241;10140;182645;4407;998;123596;3965;6940;82458;25490;15649;487
2011;"Centro Oeste";"MT";"Mato Grosso";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;997;32;114;403;57;11;4
2011;"Centro Oeste";"MT";"Mato Grosso";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;1936;71;239;1627;270;40;6
2011;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Rural";"Em Atividade";53568;3968;3622;49445;2479;1498;62;3;14;61;1;0;687
2011;"Centro Oeste";"MT";"Mato Grosso";"Municipal";"Urbana";"Em Atividade";172974;7203;7646;162353;8837;1779;0;0;0;0;0;0;465
2011;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Rural";"Em Atividade";105;9;12;102;0;3;24;5;14;23;0;1;2
2011;"Centro Oeste";"MT";"Mato Grosso";"Privada";"Urbana";"Em Atividade";43898;2299;3231;42772;919;67;12916;482;1563;12257;597;60;240
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Estadual";"Rural";"Em Atividade";9274;428;654;7441;1441;394;4837;222;632;3726;490;619;51
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Estadual";"Urbana";"Em Atividade";142337;5095;8246;107036;28238;7042;81722;2709;6277;56663;15546;9500;302
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;321;12;42;176;130;16;2
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Federal";"Urbana";"Em Atividade";605;17;50;555;50;0;1101;34;135;834;191;75;6
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Rural";"Em Atividade";40239;2109;2498;32760;5946;1528;129;8;31;125;3;1;173
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Municipal";"Urbana";"Em Atividade";193262;7299;9492;168081;22825;2354;0;0;0;0;0;0;362
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Rural";"Em Atividade";560;18;30;546;12;1;466;12;29;430;25;11;4
2011;"Centro Oeste";"MS";"Mato Grosso do Sul";"Privada";"Urbana";"Em Atividade";36560;2134;2996;35445;1052;62;11674;432;1487;10852;762;29;233
2011;"Sudeste";"MG";"Minas Gerais";"Estadual";"Rural";"Em Atividade";55861;3184;4853;51442;2824;1581;14175;605;1795;12461;641;1073;394
2011;"Sudeste";"MG";"Minas Gerais";"Estadual";"Urbana";"Em Atividade";1290661;47425;72041;1137787;113455;39261;733398;22050;47605;559336;98486;75524;3160
2011;"Sudeste";"MG";"Minas Gerais";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;3488;114;379;2930;483;74;11
2011;"Sudeste";"MG";"Minas Gerais";"Federal";"Urbana";"Em Atividade";2963;111;279;2767;195;1;12442;408;1586;10573;1554;99;29
2011;"Sudeste";"MG";"Minas Gerais";"Municipal";"Rural";"Em Atividade";208930;15393;18497;194520;11459;2898;767;46;138;666;60;39;4183
2011;"Sudeste";"MG";"Minas Gerais";"Municipal";"Urbana";"Em Atividade";1071716;45650;56460;981383;76969;13326;10522;350;796;8442;1457;622;2747
2011;"Sudeste";"MG";"Minas Gerais";"Privada";"Rural";"Em Atividade";757;53;99;719;32;6;901;35;98;828;45;28;20
2011;"Sudeste";"MG";"Minas Gerais";"Privada";"Urbana";"Em Atividade";277540;14002;23631;267642;8777;273;85329;2993;11589;79107;5873;341;1821
2011;"Sul";"PR";"Paraná";"Estadual";"Rural";"Em Atividade";47091;2389;5086;41315;4405;1364;17719;838;3055;15599;1202;901;432
2011;"Sul";"PR";"Paraná";"Estadual";"Urbana";"Em Atividade";652684;22273;41358;534182;94937;23540;398972;14141;34755;314757;56568;27584;1604
2011;"Sul";"PR";"Paraná";"Federal";"Urbana";"Em Atividade";461;14;47;440;21;0;3985;93;570;3569;359;57;12
2011;"Sul";"PR";"Paraná";"Municipal";"Rural";"Em Atividade";67482;4424;4753;62518;4724;241;0;0;0;0;0;0;1088
2011;"Sul";"PR";"Paraná";"Municipal";"Urbana";"Em Atividade";644014;27867;33235;600697;41760;1558;0;0;0;0;0;0;2214
2011;"Sul";"PR";"Paraná";"Privada";"Rural";"Em Atividade";764;46;81;709;46;4;617;23;65;588;29;0;9
2011;"Sul";"PR";"Paraná";"Privada";"Urbana";"Em Atividade";174828;8750;13290;170310;4376;144;60590;1761;6511;57854;2502;231;886
2011;"Nordeste";"PB";"Paraíba";"Estadual";"Rural";"Em Atividade";12306;747;921;9886;1364;1052;1515;65;184;1080;113;324;259
2011;"Nordeste";"PB";"Paraíba";"Estadual";"Urbana";"Em Atividade";169567;6759;10303;127073;23350;19139;113000;3657;7442;81938;9087;21960;681
2011;"Nordeste";"PB";"Paraíba";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;261;9;49;233;24;4;1
2011;"Nordeste";"PB";"Paraíba";"Federal";"Urbana";"Em Atividade";64;5;6;44;1;19;2649;90;376;2162;337;148;11
2011;"Nordeste";"PB";"Paraíba";"Municipal";"Rural";"Em Atividade";106361;7286;7716;88061;13211;5069;216;7;22;195;8;13;2874
2011;"Nordeste";"PB";"Paraíba";"Municipal";"Urbana";"Em Atividade";255044;10484;13506;204311;34496;16196;3558;121;337;2710;245;603;953
2011;"Nordeste";"PB";"Paraíba";"Privada";"Rural";"Em Atividade";431;26;30;406;25;0;0;0;0;0;0;0;7
2011;"Nordeste";"PB";"Paraíba";"Privada";"Urbana";"Em Atividade";97609;5323;6601;85162;3192;358;21892;634;2205;19182;1067;146;778
2011;"Norte";"PA";"Pará";"Estadual";"Rural";"Em Atividade";37438;1478;1871;28914;5717;2797;28463;942;1631;20116;3087;5256;259
2011;"Norte";"PA";"Pará";"Estadual";"Urbana";"Em Atividade";221397;7441;9847;171989;35255;14132;289631;8748;12795;194261;38409;56722;688
2011;"Norte";"PA";"Pará";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;109;2;30;109;0;0;1
2011;"Norte";"PA";"Pará";"Federal";"Urbana";"Em Atividade";1993;76;148;1802;187;4;3573;127;498;2717;577;281;9
2011;"Norte";"PA";"Pará";"Municipal";"Rural";"Em Atividade";507109;27069;27749;420152;53364;33112;137;5;12;116;1;20;7974
2011;"Norte";"PA";"Pará";"Municipal";"Urbana";"Em Atividade";661636;23335;24870;564121;69040;28439;159;5;22;52;99;7;1440
2011;"Norte";"PA";"Pará";"Privada";"Rural";"Em Atividade";1469;78;132;1312;137;20;632;28;79;557;25;51;20
2011;"Norte";"PA";"Pará";"Privada";"Urbana";"Em Atividade";104624;4849;6480;99445;3186;398;29898;742;2570;28381;1356;113;577
2011;"Nordeste";"PE";"Pernambuco";"Estadual";"Rural";"Em Atividade";26363;1119;1603;20899;3876;1575;20350;627;1207;16232;1907;2206;204
2011;"Nordeste";"PE";"Pernambuco";"Estadual";"Urbana";"Em Atividade";319453;9859;15422;251708;48736;18876;330182;9189;16581;258591;34365;37206;877
2011;"Nordeste";"PE";"Pernambuco";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1232;36;135;1052;142;39;4
2011;"Nordeste";"PE";"Pernambuco";"Federal";"Urbana";"Em Atividade";800;25;68;748;52;0;4259;143;527;2894;1273;93;9
2011;"Nordeste";"PE";"Pernambuco";"Municipal";"Rural";"Em Atividade";268406;14081;14696;224989;32880;10433;741;23;70;601;80;60;4576
2011;"Nordeste";"PE";"Pernambuco";"Municipal";"Urbana";"Em Atividade";585683;22175;24839;479491;76640;29497;3397;107;353;2414;245;736;1488
2011;"Nordeste";"PE";"Pernambuco";"Privada";"Rural";"Em Atividade";2861;166;166;2519;319;23;51;2;9;39;11;1;31
2011;"Nordeste";"PE";"Pernambuco";"Privada";"Urbana";"Em Atividade";277813;14882;17139;265560;10538;1294;48401;1544;5218;45148;2710;464;1951
2011;"Nordeste";"PI";"Piauí";"Estadual";"Rural";"Em Atividade";1171;68;115;1026;119;25;7000;255;580;5350;496;1149;55
2011;"Nordeste";"PI";"Piauí";"Estadual";"Urbana";"Em Atividade";97422;4198;8006;77991;15010;4107;131277;4203;9687;94515;13313;23307;701
2011;"Nordeste";"PI";"Piauí";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;134;4;29;92;34;8;1
2011;"Nordeste";"PI";"Piauí";"Federal";"Urbana";"Em Atividade";10;1;1;7;2;1;3864;109;458;3227;531;106;14
2011;"Nordeste";"PI";"Piauí";"Municipal";"Rural";"Em Atividade";175701;12656;12877;144693;23868;7024;602;37;109;456;15;132;3771
2011;"Nordeste";"PI";"Piauí";"Municipal";"Urbana";"Em Atividade";227943;9581;13033;190677;30615;6634;1058;37;119;881;81;96;854
2011;"Nordeste";"PI";"Piauí";"Privada";"Rural";"Em Atividade";558;33;59;529;26;3;465;26;68;443;6;16;11
2011;"Nordeste";"PI";"Piauí";"Privada";"Urbana";"Em Atividade";63291;3141;5100;59365;2839;424;17627;575;2327;16251;1187;167;382
2011;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Rural";"Em Atividade";8124;440;500;6169;1354;596;2302;69;130;1702;91;507;105
2011;"Nordeste";"RN";"Rio Grande do Norte";"Estadual";"Urbana";"Em Atividade";128204;4791;6228;93191;23145;11861;120728;3479;4817;83180;9629;27907;568
2011;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;750;25;88;659;79;11;2
2011;"Nordeste";"RN";"Rio Grande do Norte";"Federal";"Urbana";"Em Atividade";139;7;16;139;0;0;4628;129;530;3978;609;41;12
2011;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Rural";"Em Atividade";87948;4720;5052;68602;13058;3676;0;0;0;0;0;0;1401
2011;"Nordeste";"RN";"Rio Grande do Norte";"Municipal";"Urbana";"Em Atividade";209151;8076;9939;160734;35655;11568;9;1;11;9;0;0;593
2011;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Rural";"Em Atividade";475;29;36;422;51;2;55;3;13;47;6;1;6
2011;"Nordeste";"RN";"Rio Grande do Norte";"Privada";"Urbana";"Em Atividade";89079;4501;5542;84628;3981;395;20089;607;2053;18391;1559;139;491
2011;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Rural";"Em Atividade";52648;3967;5177;44844;6631;1116;9624;431;963;7248;1556;817;668
2011;"Sul";"RS";"Rio Grande do Sul";"Estadual";"Urbana";"Em Atividade";588622;25712;35342;478928;99674;9976;337393;12127;23762;222833;76021;38526;1843
2011;"Sul";"RS";"Rio Grande do Sul";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1581;58;226;1296;238;47;6
2011;"Sul";"RS";"Rio Grande do Sul";"Federal";"Urbana";"Em Atividade";1391;47;145;1264;127;0;6597;266;828;5110;1264;222;24
2011;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Rural";"Em Atividade";116547;9101;11826;103058;12036;1358;403;31;100;322;53;28;1874
2011;"Sul";"RS";"Rio Grande do Sul";"Municipal";"Urbana";"Em Atividade";595160;26903;34803;513732;72852;8547;5365;185;431;3341;1010;1014;1745
2011;"Sul";"RS";"Rio Grande do Sul";"Privada";"Rural";"Em Atividade";487;30;43;415;70;2;359;12;28;322;36;1;5
2011;"Sul";"RS";"Rio Grande do Sul";"Privada";"Urbana";"Em Atividade";140392;5899;9869;135167;5072;141;43397;1584;5700;39704;3485;199;489
2011;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Rural";"Em Atividade";14535;553;1182;11124;2630;647;9335;365;1085;7149;1131;1051;81
2011;"Sudeste";"RJ";"Rio de Janeiro";"Estadual";"Urbana";"Em Atividade";353219;11290;23769;262956;71085;18913;460535;14217;35719;309918;94251;56356;1216
2011;"Sudeste";"RJ";"Rio de Janeiro";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;226;6;38;193;20;13;1
2011;"Sudeste";"RJ";"Rio de Janeiro";"Federal";"Urbana";"Em Atividade";10748;380;857;7979;942;19;14138;466;1675;10147;1511;138;37
2011;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Rural";"Em Atividade";102977;5498;6676;83936;17553;1424;73;5;18;64;6;3;1028
2011;"Sudeste";"RJ";"Rio de Janeiro";"Municipal";"Urbana";"Em Atividade";1217030;44360;56238;1030861;161546;23356;6228;219;630;4693;1187;354;2692
2011;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Rural";"Em Atividade";5059;271;356;3803;210;10;613;23;84;555;55;3;32
2011;"Sudeste";"RJ";"Rio de Janeiro";"Privada";"Urbana";"Em Atividade";580451;28105;43314;384677;22260;1253;118532;4225;16060;82959;9160;481;3104
2011;"Norte";"RO";"Rondônia";"Estadual";"Rural";"Em Atividade";9276;568;679;7534;1264;478;2875;114;227;2257;238;381;116
2011;"Norte";"RO";"Rondônia";"Estadual";"Urbana";"Em Atividade";129203;4753;5932;100849;23717;4640;55590;2014;3330;40594;7918;7078;267
2011;"Norte";"RO";"Rondônia";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;736;23;63;646;75;15;2
2011;"Norte";"RO";"Rondônia";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;968;27;73;827;120;22;4
2011;"Norte";"RO";"Rondônia";"Municipal";"Rural";"Em Atividade";59994;3102;3267;50721;7256;1979;128;7;34;111;0;17;523
2011;"Norte";"RO";"Rondônia";"Municipal";"Urbana";"Em Atividade";71871;2821;2824;62353;8247;1269;0;0;0;0;0;0;179
2011;"Norte";"RO";"Rondônia";"Privada";"Rural";"Em Atividade";427;23;43;402;24;1;742;26;82;690;41;11;7
2011;"Norte";"RO";"Rondônia";"Privada";"Urbana";"Em Atividade";18268;894;1236;17423;647;49;4385;154;541;4056;294;21;91
2011;"Norte";"RR";"Roraima";"Estadual";"Rural";"Em Atividade";16040;1120;1271;13638;1598;803;2927;214;454;2442;117;368;272
2011;"Norte";"RR";"Roraima";"Estadual";"Urbana";"Em Atividade";41221;1558;1725;34829;5228;1164;14321;497;698;11003;2270;1050;87
2011;"Norte";"RR";"Roraima";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;307;13;49;258;36;11;2
2011;"Norte";"RR";"Roraima";"Federal";"Urbana";"Em Atividade";330;13;33;313;17;0;897;29;73;795;93;9;2
2011;"Norte";"RR";"Roraima";"Municipal";"Rural";"Em Atividade";6675;547;554;5847;560;269;38;3;7;29;5;4;165
2011;"Norte";"RR";"Roraima";"Municipal";"Urbana";"Em Atividade";24002;973;1378;22695;1138;171;0;0;0;0;0;0;70
2011;"Norte";"RR";"Roraima";"Privada";"Urbana";"Em Atividade";5339;229;299;5189;143;7;1267;35;73;1182;85;0;20
2011;"Sul";"SC";"Santa Catarina";"Estadual";"Rural";"Em Atividade";26173;1589;2114;25273;528;371;6026;302;778;5534;234;256;221
2011;"Sul";"SC";"Santa Catarina";"Estadual";"Urbana";"Em Atividade";331601;13690;17309;315461;11326;4796;203860;7826;13000;168079;16508;19262;882
2011;"Sul";"SC";"Santa Catarina";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;1001;37;105;958;27;16;2
2011;"Sul";"SC";"Santa Catarina";"Federal";"Urbana";"Em Atividade";657;27;61;627;28;3;3185;119;456;2877;275;33;12
2011;"Sul";"SC";"Santa Catarina";"Municipal";"Rural";"Em Atividade";51490;3832;5018;49245;1984;260;336;29;45;315;5;16;911
2011;"Sul";"SC";"Santa Catarina";"Municipal";"Urbana";"Em Atividade";370244;16092;20639;345722;22237;2272;893;28;73;823;43;26;1133
2011;"Sul";"SC";"Santa Catarina";"Privada";"Rural";"Em Atividade";0;0;0;0;0;0;219;5;11;200;19;0;1
2011;"Sul";"SC";"Santa Catarina";"Privada";"Urbana";"Em Atividade";85265;3954;6258;77504;1557;71;35261;1077;3562;30347;1467;78;392
2011;"Nordeste";"SE";"Sergipe";"Estadual";"Rural";"Em Atividade";5488;296;404;4299;963;224;3205;120;240;2458;243;504;59
2011;"Nordeste";"SE";"Sergipe";"Estadual";"Urbana";"Em Atividade";100929;3650;5318;72403;22757;5773;63551;1868;3360;43838;9695;10010;311
2011;"Nordeste";"SE";"Sergipe";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;822;28;120;655;122;46;2
2011;"Nordeste";"SE";"Sergipe";"Federal";"Urbana";"Em Atividade";239;8;33;217;22;0;776;31;107;616;140;20;2
2011;"Nordeste";"SE";"Sergipe";"Municipal";"Rural";"Em Atividade";89652;4539;5050;66885;18777;3816;0;0;0;0;0;0;1033
2011;"Nordeste";"SE";"Sergipe";"Municipal";"Urbana";"Em Atividade";114610;4162;5366;81463;25926;6576;171;6;12;159;1;11;332
2011;"Nordeste";"SE";"Sergipe";"Privada";"Rural";"Em Atividade";469;33;37;427;41;1;0;0;0;0;0;0;6
2011;"Nordeste";"SE";"Sergipe";"Privada";"Urbana";"Em Atividade";58100;2855;3834;54467;3417;212;13423;433;1483;12120;1190;111;313
2011;"Sudeste";"SP";"São Paulo";"Estadual";"Rural";"Em Atividade";37496;1485;2599;35744;1394;353;22611;822;2580;19617;2233;761;281
2011;"Sudeste";"SP";"São Paulo";"Estadual";"Urbana";"Em Atividade";2526840;78558;125201;2347047;142362;37345;1568318;44182;97047;1243520;242121;82641;5030
2011;"Sudeste";"SP";"São Paulo";"Federal";"Urbana";"Em Atividade";216;10;14;212;4;0;1483;43;168;792;15;2;7
2011;"Sudeste";"SP";"São Paulo";"Municipal";"Rural";"Em Atividade";69184;3882;5165;64717;4192;211;485;22;50;363;98;24;887
2011;"Sudeste";"SP";"São Paulo";"Municipal";"Urbana";"Em Atividade";2292874;85612;109797;2163635;115889;13325;22487;670;1527;19472;2429;571;5122
2011;"Sudeste";"SP";"São Paulo";"Privada";"Rural";"Em Atividade";3491;191;335;3292;135;14;716;35;130;663;20;0;22
2011;"Sudeste";"SP";"São Paulo";"Privada";"Urbana";"Em Atividade";961293;48357;72543;934872;24892;344;256746;9747;35039;243974;11816;526;4348
2011;"Norte";"TO";"Tocantins";"Estadual";"Rural";"Em Atividade";9831;658;735;8082;1010;733;2821;165;346;2488;132;201;139
2011;"Norte";"TO";"Tocantins";"Estadual";"Urbana";"Em Atividade";123525;4740;5692;108798;12694;1993;62214;2120;3314;49890;6583;5727;387
2011;"Norte";"TO";"Tocantins";"Federal";"Rural";"Em Atividade";0;0;0;0;0;0;575;15;52;488;68;19;1
2011;"Norte";"TO";"Tocantins";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;1221;42;170;938;226;57;3
2011;"Norte";"TO";"Tocantins";"Municipal";"Rural";"Em Atividade";28781;2138;2221;25097;2991;679;67;3;12;54;2;11;603
2011;"Norte";"TO";"Tocantins";"Municipal";"Urbana";"Em Atividade";85263;3675;4105;77573;6833;836;0;0;0;0;0;0;326
2011;"Norte";"TO";"Tocantins";"Privada";"Rural";"Em Atividade";646;17;29;632;14;0;287;8;20;286;1;0;2
2011;"Norte";"TO";"Tocantins";"Privada";"Urbana";"Em Atividade";15951;873;1056;15294;506;32;3335;116;366;3019;309;6;112
2012;"Norte";"AC";"Acre";"Estadual";"Rural";"Em Atividade";25182;1512;1676;21306;2258;1499;5184;316;461;4559;177;437;470
2012;"Norte";"AC";"Acre";"Estadual";"Urbana";"Em Atividade";72525;2425;2795;66946;4195;1388;31682;940;1345;23879;4310;3488;164
2012;"Norte";"AC";"Acre";"Federal";"Urbana";"Em Atividade";322;13;21;275;47;0;362;11;60;259;59;42;5
2012;"Norte";"AC";"Acre";"Municipal";"Rural";"Em Atividade";29299;1710;1684;23880;3577;1821;0;0;0;0;0;0;808
2012;"Norte";"AC";"Acre";"Municipal";"Urbana";"Em Atividade";30657;1208;1202;27480;2508;673;0;0;0;0;0;0;101
2012;"Norte";"AC";"Acre";"Privada";"Urbana";"Em Atividade";6705;283;356;6567;132;6;2045;66;154;1940;101;4;21
2012;"Nordeste";"AL";"Alagoas";"Estadual";"Rural";"Em Atividade";4619;195;254;3628;734;256;4695;133;188;3509;384;800;36
2012;"Nordeste";"AL";"Alagoas";"Estadual";"Urbana";"Em Atividade";83684;2612;3556;50028;11894;16946;102425;2591;3490;64890;8853;23947;271
2012;"Nordeste";"AL";"Alagoas";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;4890;177;482;3724;945;220;10
2012;"Nordeste";"AL";"Alagoas";"Municipal";"Rural";"Em Atividade";137142;6332;6872;108809;21549;6748;89;4;18;75;7;7;1524
2012;"Nordeste";"AL";"Alagoas";"Municipal";"Urbana";"Em Atividade";286445;9375;11024;214982;47653;23782;602;19;53;432;28;141;585
2012;"Nordeste";"AL";"Alagoas";"Privada";"Rural";"Em Atividade";1042;62;53;958;79;5;0;0;0;0;0;0;17
2012;"Nordeste";"AL";"Alagoas";"Privada";"Urbana";"Em Atividade";76796;3890;5050;67007;2340;411;19100;591;1886;16389;1119;210;443
2012;"Norte";"AP";"Amapá";"Estadual";"Rural";"Em Atividade";20410;1455;1524;16986;2129;1070;3436;175;276;2506;201;616;260
2012;"Norte";"AP";"Amapá";"Estadual";"Urbana";"Em Atividade";70456;2338;3108;58805;8625;3028;31823;966;1631;20080;4734;7005;140
2012;"Norte";"AP";"Amapá";"Federal";"Urbana";"Em Atividade";0;0;0;0;0;0;622;21;73;502;103;16;2
2012;"Norte";"AP";"Amapá";"Municipal";"Rural";"Em Atividade";7332;551;592;6535;615;170;0;0;0;0;0;0;177
